user_id,num_compliment_2017,num_compliment_2018,mean_compliment_num_word_2017,mean_compliment_num_word_2018,mean_compliment_num_chars_2017,mean_compliment_num_chars_2018
-FZBTkAZEXoP7CYvRV2ZwQ,0.0,0.0,8.0,0.0,52.0,0.0
-F_ScGC391CS1zlx3MpqnA,0.0,0.0,9.0,0.0,50.0,0.0
-F_nkJiaARGv5tsLZPw4uA,0.0,0.0,7.0,0.0,42.0,0.0
-FovbHo4EpqVAoSl613Ckw,0.0,0.0,9.0,0.0,48.0,0.0
-FrXdWR1V9ogdlzW8NGRpw,0.0,0.0,0.0,4.5,0.0,28.0
-G6pLcro8Kkiha84-pI9AQ,0.0,0.0,8.0,7.0,40.0,43.0
-G7Zkl1wIWBBmD0KRy_sCw,0.0,0.0,0.0,8.0,0.0,47.0
-GD0XVUKRj96vf6TP68Evw,0.0,0.0,29.0,0.0,165.0,0.0
-GOyRXrxavzJ5W3axrPXMw,0.0,0.0,9.0,0.0,48.0,0.0
-HEPkd9BHJBzVQtF8PombQ,0.0,0.0,11.0,0.0,63.0,0.0
-HH9X240K3SaBq4xzWGrOg,0.0,0.0,15.75,0.0,87.125,0.0
-Hp1fPfHRSctqm6hsCJJ4w,0.0,0.0,7.0,0.0,35.0,0.0
-I8-z4k5CJ0kgkT-KCnRbA,0.0,0.0,22.0,0.0,133.0,0.0
-I8tN7YYNgX32N1vdVuoNA,1.0,0.0,14.0,8.0,79.0,37.0
-ICql2V7IizFE0-WCL_-Mg,0.0,0.0,9.0,0.0,63.0,0.0
-IHc78YuNGjYGxK7JcyeMA,0.0,0.0,9.0,10.0,63.0,51.0
-ILapEusonY1QHyJPvUk2A,0.0,0.0,11.5,12.0,63.5,63.4
-IofeY6Cqqg4r5AyAxsBjQ,0.0,0.0,0.0,7.5,0.0,48.5
-JbAqzFT_1XFJwzHMSqogw,0.0,0.0,7.0,10.88888888888889,42.0,57.0
-JpFEwkpBNqb3s6Lt2zo6Q,0.0,0.0,0.0,31.0,0.0,176.0
-Jpn27jY2W_znJ-Wg9aibg,0.0,0.0,14.0,0.0,72.0,0.0
-JqqGZdHsVcLad97FXoaTw,0.0,0.0,11.0,0.0,70.0,0.0
-Jw5ucAWfoSKxVkcRTB7Lw,0.0,0.0,12.0,0.0,71.0,0.0
-KAjEfH_pMGPHDhBOIx2FA,0.0,0.0,0.0,23.0,0.0,127.0
-KFYI1tJLj0cDDwHuRkKXA,1.0,0.0,7.0,0.0,43.0,0.0
-KlzHy0wxb5luxnr8uTu3A,0.0,0.0,7.0,0.0,41.0,0.0
-KprgeCG4yHfG6FIxOWbtg,0.0,0.0,4.0,0.0,26.0,0.0
-KywXJlXPyzhtHpYvpJVlA,0.0,0.0,12.0,0.0,54.0,0.0
-KzQH0n2ryLorsVgO7KeRw,0.0,0.0,16.057692307692307,15.535714285714286,90.01923076923077,85.85714285714286
-L7x2vU_LyvikpLCk2RAyA,0.0,0.0,5.0,0.0,30.0,0.0
-M-h8e0NUpWego7RlDu3dA,0.0,0.0,0.0,2.0,0.0,14.0
-M7Sdog_JCHNjGfSoST3vA,0.0,0.0,8.666666666666666,0.0,53.666666666666664,0.0
-MhbLQmz690vkmV50a47Dg,0.0,0.0,12.0,0.0,70.0,0.0
-MsPaECovDNHM9cPLDOQLQ,0.0,0.0,7.0,0.0,41.0,0.0
-MstQk4YwFPBSvksm2clhA,0.0,0.0,11.0,0.0,57.0,0.0
-NJKtpFS3OXRsSpOjzfJzg,0.0,0.0,0.0,11.0,0.0,62.0
-NbZufommaXbjD3PeP2wow,0.0,0.0,1.0,0.0,18.0,0.0
-NvvV97mK_C4FiY-QqnoJw,0.0,0.0,13.0,0.0,79.0,0.0
-O7w-VlMdxsR4B-JN9nsRQ,0.0,0.0,6.0,0.0,35.0,0.0
-OAtb3LIcH2eFRzlFfbS7A,0.0,0.0,0.0,25.5,0.0,116.5
-OGMPmO6Oe5wAqWi9UeaQA,0.0,0.0,13.666666666666666,0.0,76.33333333333333,0.0
-OKr2rjDDXeP-Hf4SjaxRA,0.0,0.0,0.0,7.0,0.0,35.0
-Oie56SGK0UeTV0J69Ixuw,0.0,0.0,13.0,4.0,58.0,22.0
-OvPeDVhr4wWK00G_GQBMA,0.0,0.0,0.0,4.0,0.0,23.0
-PBztFmQpvlpprGvGlselg,0.0,0.0,0.0,9.0,0.0,51.0
-PTn0MWCbVFsRhTvxDC12g,0.0,0.0,11.0,0.0,61.0,0.0
-PXJEs_9T0lRKpssxf3otg,0.0,0.0,9.5,14.166666666666666,52.75,75.83333333333333
-PeC1KoRPOvbpwkC8pKYnQ,0.0,0.0,5.0,0.0,31.0,0.0
-PzgL9WHUIsHFGEEkr4DKg,0.0,0.0,0.0,9.0,0.0,51.0
-PzjjXcXBCYyMUi69GF0Eg,0.0,0.0,0.0,4.0,0.0,23.0
-Q2wBtscwW6JOqlBndji4A,0.0,0.0,10.0,0.0,59.0,0.0
-QLWXiUG3xxySTe9713sWA,0.0,0.0,0.0,12.666666666666666,0.0,59.333333333333336
-QM5WxcSE0xf_rB-VkTlqw,0.0,0.0,0.0,8.0,0.0,42.0
-QT-rGfaqEcbDzeNywaP4Q,0.0,0.0,15.0,0.0,76.0,0.0
-QZUJr0kLsSc5PfiQYh_dQ,0.0,0.0,12.0,0.0,63.0,0.0
-QeDcyXYI2G-unCwWAhmNw,0.0,0.0,16.0,0.0,81.0,0.0
-QnmBC8fkjcJHXAOHuC4gA,0.0,0.0,20.666666666666668,0.0,112.0,0.0
-Qv5nRgMX91WJtnNYYc7tA,0.0,0.0,3.0,0.0,28.0,0.0
-RTNuWydhfx9-vS2i4XWLQ,0.0,0.0,6.0,0.0,50.0,0.0
-RWLerTNo59rRlaWyGFPHQ,0.0,0.0,14.0,0.0,84.0,0.0
-R_jqotsMgbVZtFm_W6AEQ,0.0,0.0,13.0,0.0,73.0,0.0
-RkRQnKu1sQZB7bqbV07Ow,0.0,0.0,0.0,8.0,0.0,50.0
-RxPtMYPpGWjS0u-fqA_JA,0.0,0.0,32.4,26.391304347826086,164.4,138.82608695652175
-SIx1DQb742l7SXRtuLJ8Q,0.0,0.0,6.333333333333333,0.0,34.333333333333336,0.0
-SYiyzPXaWJe8XZGT-TqGQ,0.0,0.0,0.0,10.0,0.0,55.0
-SZ00pg4EXY76_m_e8VGqQ,0.0,0.0,8.0,0.0,47.0,0.0
-SiIcrrjdBO2rlmGK5zryg,0.0,0.0,0.0,7.0,0.0,31.0
-SjQXQd-IRfOdUdYYwWGOQ,0.0,0.0,7.625,8.285714285714286,38.9375,43.42857142857143
-SpAv6Ah-LimURNz0PIewg,0.0,0.0,9.5,6.0,49.0,35.0
-T-o5exXoj5sW-cA6nLh6A,0.0,0.0,10.0,0.0,54.0,0.0
-TJ4Vf3_EbcidkYwF-aN-g,0.0,0.0,0.0,19.0,0.0,84.0
-TQ1X1s0WsXAvzwxgEsbFA,0.0,0.0,10.5,12.0,49.0,62.0
-TcpJGnTtn_KBM8QZ8I8ZA,0.0,0.0,21.25,40.0,109.25,197.0
-Tp1s3Czj2mKaothxHvYng,0.0,0.0,10.0,0.0,65.0,0.0
-UL3PJ8kUwmqBuACamd7Lw,0.0,0.0,0.0,11.0,0.0,55.666666666666664
-UXqYtQZsn_W_8rFTpr4GA,0.0,0.0,7.0,0.0,46.0,0.0
-Ue-YSuQ-HKzfyeOq1W_fg,0.0,0.0,18.0,0.0,89.0,0.0
-Uy4PVHuyHSxsv_arUiX_A,0.0,0.0,6.0,0.0,37.0,0.0
-UyW_66PBCL1QNSfY35W6w,0.0,0.0,0.0,14.5,0.0,76.5
-VAGT9mWv8haycDzV0pBLg,0.0,0.0,7.0,0.0,37.0,0.0
-VNv58eLhbQpz787rcD8VA,0.0,0.0,5.5,0.0,31.5,0.0
-VP-nJKfz9i4jor5A2gORw,0.0,0.0,12.0,0.0,69.0,0.0
-VhPfIBf10-tIbA_EhyHVA,0.0,0.0,10.0,0.0,59.0,0.0
-VlEI2U9zVOMU0WfQaFmzw,0.0,0.0,16.0,0.0,82.0,0.0
-WFozHvsq21WEKmc6meTfQ,0.0,0.0,5.0,9.0,22.0,61.0
-WKcOM4Rb6AEgGvLrjkOcg,0.0,0.0,12.0,0.0,61.0,0.0
-WX6RMhN7xp0OmS6A2QOVA,0.0,0.0,11.0,0.0,70.0,0.0
-WXpxERQIiA8mbqneTYXOw,0.0,0.0,8.666666666666666,14.0,40.0,77.5
-WllBozQ6Z-ESIbuzn8PVA,0.0,0.0,0.0,14.0,0.0,77.0
-X9MQCCV0dbmJ_RGi43XxQ,0.0,0.0,0.0,2.0,0.0,16.0
-XEEr69iHMzxupQeyowdKw,0.0,0.0,0.0,19.0,0.0,83.0
-XPUcrd6F2wHVUITFAlOYA,0.0,0.0,10.666666666666666,0.0,51.666666666666664,0.0
-XZ4nCC1B6k88oSR9IQp6g,0.0,0.0,14.0,21.0,72.0,140.0
-Xsi7G-0xRFIY6yo7Dd9-A,0.0,0.0,20.0,0.0,122.0,0.0
-Y6tXYPYqeVy37-L5p0rMw,0.0,0.0,7.0,0.0,35.5,0.0
-YG1tE3xBx5ePEId38MZqQ,0.0,0.0,15.11111111111111,11.0,84.55555555555556,63.5
-YIindV4XLWHpaiESW8GTg,0.0,0.0,9.0,0.0,50.0,0.0
-YjABzaWBEP8iV4qtYTlhQ,0.0,0.0,0.0,8.5,0.0,46.0
-ZQK7CcOHeMwsoG7qKBGkA,0.0,0.0,14.0,0.0,84.0,0.0
-ZUr_UdFwPr6deovQD7Arw,0.0,0.0,8.0,0.0,56.0,0.0
-ZkGzOY97G-DE3zg0GtFBg,0.0,0.0,4.0,0.0,24.0,0.0
-ZpWLSD6w2sls8gMQ27adQ,0.0,0.0,7.0,0.0,45.0,0.0
-ZqQnDm_pbytUDcoPBAEOQ,0.0,0.0,0.0,5.0,0.0,23.0
-_1Dat_DKqaZlEcs58UPUA,0.0,0.0,12.0,0.0,73.0,0.0
-_5Az9KQ0pvidly7D9UFjA,0.0,0.0,8.0,0.0,60.0,0.0
-_U1sGWk-Dvm8wUrLM0oAg,0.0,0.0,6.0,0.0,44.0,0.0
-_pGkIAHR40TodvMtaC4rA,0.0,0.0,0.0,8.0,0.0,41.0
-a0XgJCXoJln2Ue_JMnfIQ,0.0,0.0,0.0,11.0,0.0,72.0
-a0lpGZIBodkwrrCLvRg8g,0.0,0.0,17.25,3.0,92.75,19.0
-a3KzxukByPjcJZBxlJKuw,0.0,0.0,18.0,0.0,92.0,0.0
-a4MLOD045MZ_Ngu5PUGsg,0.0,0.0,0.0,11.0,0.0,66.0
-aV7azrzW2rlAm6G4DA-cw,0.0,0.0,13.416666666666666,20.142857142857142,67.5,108.0
-amU7LifraSNgbUh2lzCMg,0.0,0.0,12.0,7.0,79.0,34.0
-anAKrnv3Q5Sb4tjOYYaZg,0.0,0.0,6.0,0.0,38.0,0.0
-apoTdDsiNoueJlLeyMD3w,0.0,0.0,12.0,0.0,72.0,0.0
-aq0KKWyMbhugu183UGj7Q,0.0,0.0,6.0,0.0,35.0,0.0
-au58wpCb4oX-_N-tKjonA,0.0,0.0,6.0,0.0,40.333333333333336,0.0
-b2AcvAVzUgXd4Ez5uhJYw,0.0,0.0,2.0,0.0,19.0,0.0
-b8aaIkEsXQyqPjUtCTzgw,0.0,0.0,5.0,0.0,40.0,0.0
-cZUDjlxZbePk2ZTGr9wFg,0.0,0.0,12.0,0.0,80.0,0.0
-d1V72wVaze3TjGCVIqemw,0.0,0.0,15.0,0.0,81.0,0.0
-d78vV86WnU2uWac1fEntA,0.0,0.0,9.153846153846153,10.75,50.84615384615385,58.0
-dN0EWaWfnvI4sRL8YOFcA,0.0,0.0,8.666666666666666,0.0,49.666666666666664,0.0
-dNAyysTmRij1jM4iQe7Mg,0.0,0.0,6.333333333333333,0.0,33.0,0.0
-dSfSU0Nwwh2b0aLo5ifyw,0.0,0.0,6.0,5.0,29.4,24.0
-dccg5dCgQRh8ObtNvrj3g,0.0,0.0,14.5,0.0,71.5,0.0
-dfR3nTw_AtZRArTJBWEAw,0.0,0.0,6.0,0.0,31.0,0.0
-duHzkejpOJjc9G2ERE9Kw,0.0,0.0,13.0,16.666666666666668,70.5,85.66666666666667
-e5lRXV1wnrW58siBEGGoQ,0.0,0.0,0.0,11.0,0.0,58.0
-eC4PkMcgY9kNxKJdB9eCQ,0.0,0.0,4.0,0.0,29.0,0.0
-efYATArlFIF1u2bFu6rOA,0.0,0.0,0.0,4.0,0.0,23.0
-ekUCkfC_lpnG3au39BTzA,0.0,0.0,4.0,0.0,26.0,0.0
-f5W71w_VaUu2lCbVHFFFw,0.0,0.0,0.0,16.0,0.0,92.0
-fUARDNuXAfrOn4WLSZLgA,0.0,0.0,19.5,0.0,111.0,0.0
-f_Ni4JRuF-XRg8HIay-Bw,0.0,0.0,11.0,0.0,54.0,0.0
-fafBmNGIRnUZGsAEx1IBQ,0.0,0.0,13.0,0.0,77.0,0.0
-fu2Rf84uEdKQvxx_afr8w,0.0,0.0,13.0,0.0,70.0,0.0
-g8RH4snwwE4-d9KVLSWBQ,0.0,0.0,0.0,17.0,0.0,95.5
-gGtEJky1bfmTA21XCBGjA,0.0,0.0,14.0,0.0,59.0,0.0
-gqkeMn4f-6tSyNIS1DirQ,0.0,0.0,7.0,0.0,37.0,0.0
-gzH91WI8-RphjXAfuR8xQ,0.0,0.0,10.11111111111111,5.714285714285714,60.22222222222222,31.285714285714285
-hDCQOPpG3sClCYUNjP2yQ,0.0,0.0,0.0,10.0,0.0,47.0
-hYYjAXSAa657rY0ANtTGQ,0.0,0.0,0.0,22.0,0.0,123.0
-hietrA8M58asfpyJkCyiA,0.0,0.0,3.0,14.0,22.0,59.0
-huyfVVhXxqN4DQI5sOHSg,0.0,0.0,11.0,0.0,63.0,0.0
-ia6Ic_DN9f22g7v4A8XKA,0.0,0.0,3.0,0.0,14.0,0.0
-jU9MQRu38wshHG-DYYSQA,0.0,0.0,16.0,0.0,82.0,0.0
-jhzNFEExkp4cpsq19x6Fg,0.0,0.0,13.0,0.0,64.0,0.0
-jpu5KX95HLWJdztLq53uQ,0.0,0.0,9.0,0.0,50.0,0.0
-jrjuibVfuwie7qq-iEmzQ,0.0,0.0,7.0,8.0,41.0,49.0
-k-pB4kluJwRF4-c2gp3pA,0.0,0.0,3.0,0.0,14.0,0.0
-kQkrKDXs12XiXVz18Bvxg,0.0,5.0,13.0,18.24,84.0,99.76
-kXDwOWSubOTNG7ZXdLM7w,0.0,0.0,9.5,27.5,54.0,150.5
-k_lsU58tka3Rxp_n5wK2w,0.0,0.0,8.0,0.0,44.0,0.0
-kvhXY61A0F60IJkCZyRtg,0.0,0.0,12.0,0.0,80.0,0.0
-kyLtktKAfcTLbS7lEYd9A,0.0,0.0,24.0,0.0,148.0,0.0
-lg4J2SOILBJOxqH4S0x4g,0.0,0.0,25.0,0.0,139.0,0.0
-lmF87ljVG_ovVbMbKrHNA,0.0,0.0,0.0,13.0,0.0,70.5
-m4a-FFy9382lCWpx3Qslg,0.0,0.0,0.0,11.0,0.0,67.0
-m8nSwgfmQzsctaZ2lVhrA,0.0,0.0,0.0,13.0,0.0,72.0
-mMOPXEASnn7W_8a1OB5Pg,0.0,0.0,3.5,0.0,17.0,0.0
-mkmukvHNG5ON8f3C-plAg,0.0,0.0,1.0,0.0,13.0,0.0
-n2YpPADYdIqUC8OkhRMDA,0.0,0.0,3.0,0.0,15.0,0.0
-n49XUaJGjc81CODZpwAig,0.0,0.0,8.0,0.0,51.0,0.0
-nIVKbFxgBMHPVRJV2Djqw,0.0,0.0,19.0,0.0,98.0,0.0
-nQPOWMNznmWHngqNM2nOA,0.0,0.0,0.0,17.0,0.0,79.0
-nWVlMsffr40kgmAMGq7ug,0.0,0.0,12.0,0.0,72.0,0.0
-ncKuxMMFaskrJomF5sIFA,0.0,0.0,15.0,0.0,83.0,0.0
-ns4OcYy2LLIfSGBZQDZAw,0.0,1.0,0.0,20.5,0.0,108.25
-nuSnA9ySZ5dwiUt-pxeWg,0.0,0.0,16.0,0.0,64.0,0.0
-o2W6uJNeJeVzo3Lwyn6lQ,0.0,0.0,0.0,5.0,0.0,23.0
-o6xpRqcsnNz1sM5Fa0Ebw,0.0,0.0,11.0,12.0,64.0,55.0
-oFEUtit5054YbbgwnDgKQ,0.0,0.0,0.0,15.0,0.0,79.0
-od707p4FHGul0gte29AoQ,0.0,0.0,10.5,7.0,54.0,40.0
-owSIDJSlrjRRUFcjttiEQ,0.0,0.0,17.0,0.0,79.0,0.0
-p-BEOeUgqIiztA3SpqaXw,0.0,0.0,15.25,26.4,86.5,142.6
-pKLAxSgqcUhzoRm1hmO9g,0.0,0.0,10.0,6.0,60.0,32.0
-pdxU0UGLPyZIDrAZJnPLw,0.0,0.0,13.0,0.0,70.0,0.0
-q-XBizSjrmqUbUcT9CNGA,0.0,0.0,0.0,4.0,0.0,24.0
-qSGCdxXU_jv_P-7CjZpcQ,0.0,0.0,13.0,0.0,61.0,0.0
-qci7PF5ozJ5OV4veCrGpw,0.0,0.0,0.0,2.0,0.0,10.0
-rleYbGDq6rR1oTJFWG7og,0.0,0.0,10.0,0.0,50.0,0.0
-rr8yexI0JRT_pqyNgu6jg,0.0,0.0,11.666666666666666,14.8,58.0,73.8
-s5AvbFRPc8ufOZY8nCL9w,0.0,0.0,8.333333333333334,4.0,50.666666666666664,26.0
-sLv5hCTqnLnMZKh5cffeA,0.0,0.0,4.0,15.0,19.0,74.0
-saIh380S6GCjjjCmLy2og,0.0,0.0,8.0,0.0,43.0,0.0
-sv8-a09Psq5CMzmg6E4OQ,0.0,0.0,16.77777777777778,0.0,87.77777777777777,0.0
-t3Pej2w9xwhTp0LcQqGqA,0.0,0.0,2.0,0.0,11.0,0.0
-tQ3UVVdNBZBR_HOVFROzw,0.0,1.0,16.2,12.666666666666666,91.4,70.33333333333333
-tRJeX4Zda60Zbqes39J4A,0.0,0.0,0.0,41.0,0.0,211.0
-thQg7NP1GhQOgCdI2xjkw,0.0,0.0,19.266666666666666,13.846153846153847,104.2,75.11538461538461
-tjUGPhqsExjOCgVXgXYNQ,0.0,0.0,0.0,2.0,0.0,7.0
-tkF9tLShT5t4xsFf6xCEw,0.0,0.0,7.0,0.0,47.0,0.0
-tqyhKG5xgDeUXjGv-2f1Q,0.0,0.0,3.0,0.0,25.0,0.0
-tr3HuaFRdMONXn8AzFLMw,0.0,0.0,13.0,0.0,79.0,0.0
-u9p99WWEdIvWrG06M0fdQ,0.0,0.0,0.0,9.0,0.0,54.0
-uaP5ca_Z2aJTIW7n4bmcQ,0.0,0.0,13.0,15.3,83.0,81.7
-uglef88WEwkI6UlAqwO0Q,0.0,0.0,7.0,0.0,37.0,0.0
-vBiFgfddZxMMU9vnVM94w,0.0,0.0,16.0,0.0,83.0,0.0
-vSUDEQB9j2DaP8_4dGW7A,0.0,0.0,0.0,16.0,0.0,79.0
-vYcDfEpxLkLDZfy5U_9Uw,0.0,0.0,4.0,8.5,30.0,57.5
-vgXmmeBOTGRoGJUt0Ds6Q,0.0,0.0,0.0,5.0,0.0,23.0
-vglRIuIPe1Xfjta2wcGNA,0.0,0.0,20.0,0.0,101.0,0.0
-vjSUjoYYROCHImyLenDNA,0.0,0.0,0.0,16.0,0.0,79.0
-w0ok5fo8_ko0vhKLv-5mg,0.0,0.0,7.666666666666667,6.818181818181818,47.333333333333336,41.36363636363637
-w97ixdca92JmfcSot7FOQ,0.0,0.0,0.0,1.0,0.0,6.0
-wVKw82hvf4UArRj-UbSDg,0.0,0.0,0.0,12.0,0.0,62.0
-wXCTeNuMdMrsaHdj51IKg,0.0,0.0,9.666666666666666,0.0,60.0,0.0
-xUsqkapefibjpABPtMB5w,0.0,0.0,2.0,0.0,11.0,0.0
-xgVhOPOHFn6JogVCttWVw,0.0,0.0,0.0,16.0,0.0,83.33333333333333
-xls1unxm3vAcm6pzeED3w,0.0,0.0,5.0,0.0,28.0,0.0
-xpC16l8e3mwKRPGosVJ5A,0.0,0.0,5.0,0.0,26.0,0.0
-xr__Zqgwqhsfx0ThCn-ag,0.0,0.0,13.5,0.0,76.0,0.0
-y6DInogyb8l1u_AjvYzlg,0.0,0.0,10.0,0.0,61.0,0.0
-ydyqrf_bcSfOWUfLsbWdg,0.0,0.0,11.0,0.0,57.0,0.0
-ylBDfX5BVU2HdPGSZ09_A,0.0,0.0,12.0,0.0,74.0,0.0
