user_id,elite_status
bV_lur0H2vzlsMPnsW1ijA,
R14BkOYDVh8TT6DIZXSPzw,
MaKhso4ZScyzn23QVEVxVw,
O8N4ebu2zFFFHXNlaNf33w,
cw9s8u4Eg_VyiUzEJWnmPg,
EN40YDEGXGpROXmLRulQwQ,
M8Fre7R4ZGbc37Jv5V7TGA,"
                

    Elite 2016

                

    ’15

                

    ’14

                

    ’13

                

    ’12

                

    ’11

        "
BOTolCpyWXMfuvChQREPZQ,
RuXnEICIO58quumtPJcGGA,
jJ82KIkuofkBOdtjjhiGbA,
6K4aiiwyrQsCTRZK1P2JQw,
ueBtPUUiGlaO100meVQ0kA,
zOG7G9SX4rlwa2rqjgP_dQ,
liewr3SiEpjlz19gC1B0Zw,
_-Po26MjXExPYg8YfsH_kQ,
5jhjntvVWlbHuXhMQ4-X_g,"
                

    Elite 2019

        "
CzHEde-Zww53c5SAN6GWsA,
MaovqanNcfWqapC6UxP9Lg,
4UxxxK8JXzie34MhFwwkhg,
snMlJNGMjHfuouK_MXzQrQ,
cfSocAfqzJ_b7dk1p6cESQ,
Xlywz-DHn02ubxoXiN_zIQ,
usbWQU-Lv3mKBo02oZGVaw,
0g5tbPXc40yFMAdeDeXCxg,
yhGyOrOI8rSnFy-ONPCHOA,
bxLafqlJ_CCjBDMKTfYbAQ,
NaQnmHnL1MQRtEyZYtLUtg,
LBg7mGIwPAmx2k3lRBRqVg,
XdtjmlyJQAdScaLnLhiIGQ,
ZAsEJTLU5w_7v0pbo9S_aw,
NsRZi1m9M57JCo90dLNG3g,
MmKhH3M-wD3tFC0Gx3WMEw,
O_zxI1wBAhMWfK9iWmD3kg,
UmJ5NsHHImSw3N5p_AsTjg,"
                

    Elite 2014

                

    ’13

        "
-ypjh5ShFjK_kzTfKqeKlA,
7Pj5jx-pq0nl8yO-UKLyYg,
s--oL9iXjR_eRjZyCHK6tw,
uBVoRF8__1I1aUZWveYyJg,
Yx_8ZfaHzgSM7L4ZeAfE3Q,
IFPz8N_9hYfVbhNEJCgVPQ,
vvh7bO8Qnow6AhfcS36GRg,
ZTBXP72BlNhXCuOXjwkrvA,
i5X-7xwKDt-DipF9o9V8rQ,
mMqPeGkGawR97HkE3sbKxg,
kgVmWKLh5W70y2vtJ99sOA,
qJiqCMKWM2b3jpE3pnhEwA,
3m2YLv-rRycnAXrAulheXw,
GnC9tDCuxYL_j4XVfIYCmg,
vvD2-VN9pRazuWk6p7dp9A,
nQVgih0Io_7nf13qydGL8g,
Czm3yiHFporqVezykSVdjw,
D2KQBVQVXL-sHyCHS1LmFg,
EYsxfJw_CK19ep5m3QxIvg,
Uvo8ztacIMbfz-RVw61DUg,
KQ69iX4adfn4tbI6QG1NMg,
rOVAl8gHIME98ERd-Yh0sg,
iQvWO0c2S0Ql9Vd6vHLSdw,
OdSNFH07fCep9RYQTszIPQ,
n4oJlu2wfwkshXIQ1sHp7A,
D_GpGOZDPU-wI3k3dzkm8A,
J2t3tJJ5kcTntstRS1q0gg,
vp8UPstVzVdPf-Of8ExMRw,
lyoj1bp09DGcQ3p-fRkSrQ,
Q3tW9niXa5jfhEzfa-jz5w,
4CY37znW-YI_Ap8HzdhXMA,
SRcZfInhivvmHeqQzqbDxw,
l8AA_C8CYlEFQPVr-G0lNg,
lW-wdaVomnhavtGNA1amOw,
Ry3UJCItiC73qRLtZLY4pw,
UPqOknHbg5-dSMXIV_4Wyg,
i43heV6jZHUgXDkyxjXqGQ,
7ddwvNjWLamYc_DFny2rGw,
6StLytGuJr7uJCJFpsGp1w,
DgdgaM1KLDsfHdqL43uhhg,
uvTOe5YKKOLCUEyg73BLyg,
P7q7KIKltFzhxZC1sFsWZQ,
-5_yV83i99z3NvQ1faVlfQ,
_j7zfVbU-JiwpJC6hOQGxQ,
sVnsWJxZfUQXYQ0qam4ZVg,"
                

    Elite 2020

                

    ’19

                

    ’18

                

    ’17

        "
jgnk8fcv1urlve0fPdOJvQ,
ZhVulJgOYiM5skjVc-RZ7g,
-UtK7Aj22Uk4ym5lREfvHw,
GmRVFfdDg6ucbxXBgcONkw,
iIALhpTVTQ14TCXF6pqOGg,
mmPCv6ioZJkdtL4djmmvxw,
H-LOkNSBBOrGPQOruqx74w,"
                

    Elite 2007

                

    ’06

        "
tf82l2F8G0qC0fnEFR9tdw,
BY11ZkXQZGtuaLvBXMPVnw,
lXBOCpRVoVgkBfU4y4kdOQ,
ngyLEebgDuvoofbqwBJrGQ,
a7_d2Ya9OjCDjhWUbbgijg,
uAnvuDQztiDhw3GpkpiocQ,
GpImRHxm0m26eU0PwWAN3g,
_XuODOyKJ4G7Nt3Tqk9HlQ,
9twKr3kUeczA7QazO7DBsg,
UuhPYbcrik7-Q5AtDU47ag,
MOF8N2uzuQGxI-yiKGbN_w,
fmHTJqQUpR4VBG1I02_nCA,
pyAB0LyJVneNbGyAQ8fLgA,
kavOp5Xll1ptxskUvBshjw,
gMWk9xv2jWU5RtOXQEBkQg,
frbedYL_EPg9-guTKgT5Tw,
2zs3Qkx7nU5wwRLVkDSdMQ,
FNAAu4PuwmWsS_W3-peveQ,
bAbxF4BfJ0O7LxG7qYYjiQ,
xkrbTUYaVaKyYzI__9c-jw,
uuqjb1FmbTzuejLMbWlRjA,
v4rpuGTModkE0GNFTfueug,
OVczJmleGUBM3Sm0vveOfQ,
BeRQ4aHrPhiZp-bXPUP73w,
zAeoD7aNn2V00Is0rms2ag,
s2rCXdS0rKNteVHRrM816Q,
lyECRwqhd-lhSE6Gafe4eQ,
Ga9qz0aTef3L3t37al_2tQ,
eue-pWUxawiFmpGVDLFbRw,
khyzz6lIvJMo_TMltBC5Lw,
XFhJQJhhVXR5fL_VA5lE_Q,
QemTyuZdtyf0u1NeNHPK7A,
c9SaBpw4MKEN3sUIxK4mbQ,
r_riNzzNGfE51YyDeWEySA,
OlfuU44skC1V7FVM8H6HeA,
ErIE1mMW4rp4LEgPe7lcCA,
5MCtrzkikwvOrA4CVTCBog,
T5MJ20E14ZnYqsZporHEQw,
50_FVhodr_1kVUIldmXhfQ,
39TwSc0xwuiHz8yVOzzQcQ,
jP39NHGbc1vANfwoEWoJ9g,
QrabY-k_dp5kVgGqgCFo5Q,
AF9VMrTMo26mHic4x_Ydaw,
zkAMPXXS9wMuOiTHmyMUrA,
HC5mYJqW1HDWrFZo8wJhIw,
r8nbce6ZEyBQiKhdun_d0A,
CN5lufLAXiSnzm0hW6fmQA,
uWgf1NqQ4inYWH_X5NbYyw,
aJP-nGydqcCzSzdh7Ev8Vw,
QJnVXP40RbBcAtdq_zU4cg,
6_grU6hU0PRIM6ah5ZDaCw,
GUMk-g8AaTd1y7UJ8TDM0g,
f1czfvSdFG7yqClhwfr4MA,
BBzSO6mWZfLFVt8DYDrJEw,
Q56Uan8Coh7dXQS8eS_xyg,
eFnevxRwNcYaKb3Agw0z2w,
mMy6D2imnLxpTXpxARIplg,
rmJDQ-AjCV8zpMYwuNEBAg,
AHpltdtsVCLKz_2xOk7Ddg,
kNMtMMIKtiyx1eBnizH3cQ,
GOdY1D7nzfkTZfi0bMyeFw,
P7iC4ps9cOcyq-RgsX-bPg,
w2iO7YVM5zETHJZB7G1uYw,
uaG71X3HyaCsyleXVUJ2Kw,
lXzgiNtYtuovcYcTeSbbqg,
SxHYg-gZ7nugiNFvnqgtqQ,
rfYubBP9JtrdLOJuEigs-A,
f83ZwDH6pjp8coCCfflFIQ,
InsWW6XOpl-p6lS_NMZbqg,
_oeR9AGnWy8X2l5Xe1QHSA,
jtEQ0mnYJo-2w4GA8XTgeQ,
tIhK9-ncfynn6yGr7fjmcQ,
omJ6ssbwj0-ShgaIKIDmpw,
WGpTOURsRyhGmWVgX42moA,
IQnUB2IptMSSF0QJxyrJ9g,
d9obIoMt50kh94ANSUZBrA,
KGfooJqJ8oTPsFCKeREgPA,
rDpEN2_ZnIZiSG0iaqf_Mg,
0Jyq4g2bJ7roQajBiLqVlw,
rDcOjwECXFLo5X1dtHc-YA,
JPVBJo0CsbfW1wbCWu9vUg,
ZnvxyVj2-8SwxxJ6v9oQzQ,
SuH0g0C8DOfGJoLtAODcKA,
aO1I9Kcc8FAf2s6ASJYOsA,
QffX9cOY8SZ7QkEMijUDiw,
ApSMIU7_UahG34kI7LehUA,
xs6_TffprRkyhpzkBALAXw,
aOxLL1ESTW9YMcmKLQGXGQ,
oYB4OhIoyRU6_Jhwa2-qTQ,
EuJB31aGryLpR7nME2jXvQ,
GyCxVzgzph5fmeuT-EzdnA,
igjOZqgWD0AtA94Z0Hxv1Q,
jKya1JWbR8ZFUj2icqmDZw,
Ejk6ziXwigFJTNDw1bgf5Q,
S7CzHBLtR1INKLCzBfEPrA,
LGdK98KB0auTZjJ-P3S6bQ,
RZk61eOKDDkYzROC1pIc6Q,
dYN4sOJ9aGxQ1iBciRFeFQ,
RfLt7fUGqci9ZPBU2zxlRw,
MhFJZv_N0VaqY2aqjjOtEQ,
UZsGvYbv96N-QMNwqaeTog,
CVX5BKnk0yj_cTeqyfDTDg,
9bAH4Lhrzrf6bwM4DgaKqg,
cDscNylIv03ezMw4CH8dZw,
YK_nieb78NlykrxzJIA3NQ,
o2CsOkZYc1Qi_Wr8SDTMeg,
cEJKanDsDr3HWYAk5fZDCQ,
NFoCvSfCSWbrrXyrPntRYA,
q2V-CtOUWRAdnu_cfsJn7A,
w171NAQrhBeFx2_r_Z9PXA,
vuTMJH3wOS-cTIgda6UAOw,
Yj2eRKCCwd6GlV1nlBDtlQ,
Pw9ENXhgCWQMcg9jiKX0uw,
u7zg89bocuGq67dwDLhKOQ,
YsQsZXRqXZUanhrTR2nRsQ,
eO2MlsZMBzT3YAQmb5oOfQ,
0AIm4ws2h0_o56gc8DHovg,
cAsktMb6S8YV9xWjfTBpSQ,
Q3bZ7765U_AtfeIxery5FA,
iYCqB9QqMp9JA4y8MHCpWw,
y9_afRIyiEU4dI5BUOX-FA,
RdGKxuwij2POK9A7ebt_Lg,
oZrxLfi71PQgVidurKkb_g,
Cmwkfjj4EzxNobHGC61TaA,
syKPiHuTufWp-gSLGad7HA,
IuZWH-ZIA-eFmjTDXxEnVg,
I_1xrl4gJj2LM1cHTN8s_w,
n16OxwTw2QNVdlZWi-A-sQ,
nAU0jMnXypi1xBZT9oTWEw,
RgX9FclJ4yd_GDi_ldsMiA,
F85Hy6HusavqUzKZQ7PeWw,
RX--yU_36CFLvA4E35Hzug,
6bWbIkmPoRywb03BKDO-nw,
r6fqM-aRn3BU4PHkWPL_Sg,
QDzynecaQNL3FjhcQxRDtw,
Holv9kxM1Hyk31c8jpV8pw,
WpQI0zoi2ZoQoFIp6R6lgw,
nLfERSXHqAVo6h1FXyQ-VA,
4XPzliL8qRBeg8KBEDxKWQ,
Dhasq2L85sJhYf4WqELbsA,
XMCNeocJ6xrQaCnMr42wrQ,
WSMSLRhX55PyRb8wjSdVGg,
rIvh-c-Qkhme6FG0dADvcQ,
e2lXeL2VvVvWtncFKN0OJg,
C0ap54T7GjZHFUsv_SSSWw,
Z9Kfv4_a31RL5QNiXDDiDg,
QJgJvRGOQBicYpQncwTYsw,
eJLyzgKIGSj7DuezEcVC8w,
FClYBaKYls7F-BQ6UKkZTQ,
SE5DOrtXFI2ulYgNlHFf6Q,
hJh8aH5gPe_7-KcEf8gB4A,
de8LQ2uZM6QP2__HLjE0yw,
0KnfrELmxtskq6M1JKSRng,
IJQArqFiGiQXLGE3N_R7Zw,
zL1TOe5-gojY9U35hE_ZEA,"
                

    Elite 2017

                

    ’16

                

    ’15

                

    ’14

                

    ’13

        "
wLBLFKvxEfZlEM1mbAv7_Q,
CEX2kObrIusooThqB04csA,
6Bf5bLUck3JqLAPrBMevLw,
OfoWTqjo0Nrq2IOjhRuLfA,
9g3CNzrSiWPCbw7lzW4diA,
iBj-U7tkpQokyqqsGz0i_A,
xL3Fn79yr5t2Oe4WxmHVFw,
ez00K_f9R0BafO3n5v-49A,
T6Bo44Ykw6L58H5N6LuCCQ,
hfZtfYahJ4kkD11s7ZPoSA,
AUr9pr8qcHyl62DPNKrPhQ,
bF48iBNL4Db1mByR8aqUNw,
-KnM2uGNdwrBAvFQnorXcw,
23AybrlF80iLn-RKBaYQng,
XyTBlxOH4C_9dp0qBRUaqA,
BErF1BoOWIhVqogd8HyzzA,
cunTeMFlqS43h4ZKmDJAqQ,
RtUXoxBW4FgVo81R9SF3rg,
NBvvxmUTFwBcEjeOuHQoiA,
n2iLJWLekVw49kTE-x_3Uw,
WqpKT326WaUNqkibEjs7lQ,
quU71VqD-cKzr6XhR4rWnw,
PvJb6IOl4fSbMSc8RlJ72Q,
DDIF0Y9r8He6aTtASlbyQQ,
4S5PDooyis31YByINJFXoQ,
aTsYhG4rWaKDaxSzh41gtg,
nej5gKN9CDVZQ8bYPG2Tfg,
9C3BUArv_NHbiACL4020dg,
o0hRcPXHVPcsZBr5W0JpUQ,
lrDZZ5vHtsXzbTfCyQdWbw,
YKk85eWCjibDFtPdS88-Sg,
elT5oxccenKY-XfDvUe07Q,
TRdSzUEuAHe6wSxG3e6IeQ,
Bqp1qNHO4BhaL_9aTuA9SQ,
SoVpuzA23hIRPOAJjAftpg,
Ov_Ce6OsE1B1RTgjIFqH2w,
re14cG3I2rRC0Vr4d0MBIQ,
Ht1CFJs_GVOSFDqXzVEnQA,
P-lFn22jWVlXMHPrG_5Pnw,
WvQPdX8PoB3VBPqAYV537Q,
tH1jQbdFChc2vKRdh8tHiQ,
f4uHgtpiqeUBi-lBN7uMTQ,
JmugwtH7NIBzQPYApRg_xg,
LoAnYQDSX71nhM4yInVzAw,
cEx60DFaPZwiJtb3NUzT_Q,
0XjRv5qLVRM6CaNFLxC1Hw,
krZT7fckuNYy2PcqZpUFHA,
lIJZ955muc52O2nCpZMzDw,
pAmVY1QgXcpiHpxnnbYofQ,
qXFVNqQxE_Ey8LHaF8q96A,
czhTmpIOzr1w885USNbAfA,
dFAbVAAu3LcY86J4-8St7A,
xbUSvoOW3o785ms81w6U6A,
CCPAdp0oAyU1rb43fDG66Q,
f292p_OIC-LvU4DEOfR07w,
5TYJ3olAVOun8yE--ppzhQ,
j53TUVvOEiti4MnlMW26eQ,
_p8FMMqdJFAJHSIvH51K0w,
LR5iekyO9TavI6wjglaIng,
V_d4Grk05KPzXqZdJRB_Ng,
uAkZczlVE-Rkri-3NiNTNQ,
LfH-5KsN24j1Hc1JUqWfPg,
sXKKdtD2nA_e3-V3hlesmg,
TyenSeyklYDHOacqxm-W8w,
v7g4ryqqjwaPdWtH70RaaA,
v0H-LWMHIOrjhHTnYH_9lw,
xy0uy6jjfWMa36-ddIOImA,
lOFRNq8-GoZhhTYdDGjTrA,
11DgfAZkq3CPPB9lDcw7mQ,
EOcugPNtRL3J_rxbswmCcA,
owp6ZAzU1eKSGOTN-rkwTA,
QlC1t9ZHqGFO5nnxnL3OLA,
5CFAf-mUhluTHOtggClpsw,
YZLn8qxdRvWBnUH2Q_GV8Q,
QhbSR9gcA4wiudFKNDH6ww,
duMY5V6JYKedcze-Eh1yYA,"
                

    Elite 2018

                

    ’17

        "
GHoiMXYmE-AyeShzltZO4Q,
9uqnn9ZgNYdNDuOMr8fDYw,
7Z1lr4zMEd_TpINRT8B92A,
Hgf7V7Xie3tiqaYifnvR2g,
sB1aPWAErZb7iosyNsMIcw,
112GTAySrFJsu5g7DxcEzg,
xlcoH02Y97wVV06Wp5OdIg,
h_M2MVH_TngG5xBhmgEoaA,
D_RjBQlUppSLIJhSgvf1xg,
EGWyjtciMOhoOaduu6zw4A,
fqP3GdlS0XDehRG2mZTcYQ,
PvNggCaGtB8JVfqSYwVtvQ,
eMZPbLrzYOUhdSOFN942wQ,
q98x4T1ftdUHuXSdrHfY_Q,
KhYdYYHI1139lVmbBXknIQ,
gJ7FiUk5If8Ru8ykwH5RHQ,"
                

    Elite 2012

                

    ’11

                

    ’10

                

    ’09

        "
99YYlHNcevnsHbgMJAnRrg,
1EgmE4d27DYl-YEnLfZeYw,
bdzpHlvM7nfXL6vhSSDzdg,
5qVjCgy5guq8q50AtiWtng,
Wb7FfgXMTvjax8NS9FCFJw,
FAh07vh2I_h9Bu1JsJ5YoQ,
HCWfKBes_LxDvkxPM63hgg,
j9gIHMxJz5oxi498oxkw6g,
b71J7FNmMnBdqFb_Pk9NfA,
hbcjX4_D4KIfonNnwrH-cg,
c-CSDPttZWm1HLGnGZV7Xg,
UxtrF82BbOaJWDP9tiVztQ,
tv74C2EYt2NZG_3VR3p9eQ,
PGFAPheCtakoJgL6rb0kYw,
VqEBhr8Wk9VF1nq_WOW5gg,
aggGQmoTgB97EqMNfzW0gw,
WaYPCdmY4Pdq200bfzTnnA,
Ivm6YgFtS20Sch2tnpNepw,
YXBQEnN_TmsDGN2w6wi1Qw,
MWTh45tWGSzxLbtpdF9p7w,
-JOteBf-yZqq1Dh3VQrrxg,
XbRPkuWFF_BYc8i_PHeQGQ,
2-hqlIZmW4BkMHwO2BYo2w,
ftUMHDdtiv5MRckcK6m23A,
RrmGY-H8aezfIn7ewHilnA,
wwAN6RhuR--EBM8rwoUViA,
IP_voBdJ_pOytEVq2mks5Q,
a7nlJtjNPYZdvodK9KrbnA,
swmQsMpQiO22kMA3sM4TwQ,
TCFFHPEymzxJAR8J3X_sXw,
GkpwP56eAf5TLTg7t0RTgA,
5EzYYVD4HDt9MHqeY4XcTw,
JF2yueXNfH3faf8QyfDcEw,
beO8PdETNZTlWon7cATiHg,
Z7q-d5B-Th8CMlhsHIo-ZQ,
dh_J-GwczIPoDxQAWJpPmQ,
nhHvXLF5QVfPOQXHGTltQw,
KeZ6JfvR2XAeaTTJnDSbHA,
vIIhqiB19x56dgWHkSXsjg,
cOyYZxWz9OzMDzBTKJwtUA,
5azGuVL7-fFG2S7TYRdXZw,
zXFkIo7ksLhNP7a1KDPZ3g,
NkO5UC8Ld2MYucsZZ8CiaQ,
uL0PBTKcf7b0evKFoe8yxw,
7jLOMRtnrGco_dBjNcE7fQ,
0IH9Frn7qojwakx9kKLgWw,
UbodWYuBw5FPAr2Yce7jVw,
W6ZxDgSQmahubcPe9fXfjQ,"
                

    Elite 2017

        "
olEk94q1_pj_BLyYeJ8HYg,"
                

    Elite 2015

                

    ’14

                

    ’13

                

    ’12

                

    ’11

                

    ’10

                

    ’09

        "
_0YpWZ4cZfiTkv8gxDjmyA,
BxQ-sEpauBOXZklO0laHZA,
SRNKIBOVPThB0ipzKIYEnA,
u_9m2DuvR609vNwRO_N8aw,"
                

    Elite 2020

        "
Z5OZtvA78U8eL433H0jynQ,
c-Y9YAAmmrcZ-sAzVL9l7Q,
ZtdZJwbXvWGAmnMmFBmY5Q,
25UOa3hOC3hfRCE2a3t7FA,
cnwDqO8vKorNGLsE0m5Wng,
_f1mrd8jKg_vc3CechMvcQ,
0TfEjH3DynwQgcKjIdbtuw,
3CrRAdSQiXdVPhxPdfUPBQ,
emdAobZra6JXRxTHE2Kpuw,
0U0Vrt0gcEjpV3Pmc3051g,
2RZca3WXcbMIKxDpUv60RA,
N3Ok3VMn7-aPj_fdZaDUSw,
OtA0HgvkejmOUGHXAokkUQ,
AIHLa22qmgvj0SdxJiq2zQ,
9ZT88QPzpwc9SrtVwvSmog,
24ezECJrEZiuREqtQDk_cw,
M3-pT_KUN02ESwO7ZyZyEw,
IGipd-w68n2bEQN3yX7GYQ,
QL70aIXCmia8p2mt4BcggA,
2qM5SzHKCcd_V0zNoG6Ytw,
lD7IpKIB8fWCxPru77Fyjg,
IiZZhYjAURCK_CmO97lpug,
AGKGannfgKZ1l6NlEIA00g,
w7RuM86qQTViJoA8Magf7w,
H9jfmCrcUvnhjI4qJf5X6w,
N1YSSnKYJDTUtH97v5taKw,
XmOtEpyVMIRn3y_x9_Khtg,
1gWSsQFhIBROO0oMZAfPhQ,
wIQNqXGzWqKN7JWptcsyDg,
pUNNqtC8vGUcERjwJpbs0w,
VRuasUhiH8O0xT2kXL_iXA,
thhr8QCqH8e_n0JjgjxPag,
CtTGX6anJtdGrvW0sHE2Qg,
7sJbwSGp_K75UOUws0unoA,
r1Vkc4pDCRT10pjF5--KsA,
vzSM6Vdd_x6MaLVwcigSpA,
7DLeaDvkfbPgv69O-WSDhg,
KPIS5UKP7H3iteJXTPiI5w,
mvcz586D4WoLcrhT3dwEHg,"
                

    Elite 2018

                

    ’17

                

    ’16

                

    ’15

        "
10SWzfjn8nwxqDzdAtVRfQ,
LVVJqHwWEVCIYbHLILKdQg,
ReSyw29o0KJdeiZ9JWrX8Q,"
                

    Elite 2020

                

    ’19

        "
FsdDxR9Li0AcfA4RU6poCg,
qj8x2P16RHrgW_A5uwN0Cg,"
                

    Elite 2012

                

    ’11

                

    ’10

                

    ’09

        "
COTK9s9I5xKA81SSotlyOQ,
bPGzyFC5SbP8QqNswFWw7A,
ijMznQnprYUbH3fvnZrfNw,
7RiVByNkWC8uiLTkgtoCpQ,
yEZDYCpyDY1AbkUc9ADQ-Q,
V54WLWBEIU2DrpeGOhwvlA,
I8APf1GLyR1L7G5CzblPOg,
IfuRM8TF53FRoJ9p8MoYlg,
D4X52Cyh_TOEac9B0UkFkQ,
7_QDq2DqXgTGHARJUJrTVA,
cayd5WIq0V9iPR1KY13O3A,
QBh_voZ8uvZSFHXal8IWuA,
TIPqMAXKEpa8sdOgtaTkig,
K45QB9TzgSPTTagMcbKzew,
QLXSIjB9wdK2DzHGQ5ge5A,
p4LtaLzlp31qVYeo_8NQiw,
6WLSMP3JTkQUJMbwqFCF0w,
axcPgutiXKt6ERkR_G8R9w,
-r_ZszE-QCHbL-uRmEMYoA,
-CLLKoyqS9zIJx3V_SVgkw,
xH23cCL8xGSfw__lejzG_w,
as1cuzXDH7irKUJBifow2g,
VbSnvYUOQTBzKuyhFuw6yQ,
kfIxY7l7gW3XR0yMMkgW_w,
dAWT19CyYH68s9KN0MfBXw,
dPgVG1nGSUONC0IViu5Phg,
xtD-uOa-EI1ETTYgugZT9w,
t9D461Z6XPYYSXtWtZAEpQ,
iCmZCqnmmEgjahnbj0M_Zg,
RYHqaRtNVTDnX8JpV_WFDA,
ta99ZpcZGyyenN9wM1HQSA,
2EiA2g6yEDQDXAbj00GTPw,
LrLw7VdooCzBB4p_vRxbDg,
gAtqAskz1untKnmuKKiAAw,
qdBa23FZj4tMGV3c_y2w3A,
Fy7rwTKhOHnfNbUArJWI6A,
FPSc7gmrCkYLA-C-SGHg2g,
oa88y_ay2SJ2gGfpN_xw7g,
70yYk40isAYyUcAfnsCr9g,
FRAaSv1NMzxWXqjenEgIgg,
rARTFv4kZqgq6fKfZ5lwIg,
t45fjTJLat5LaoJNORDAeQ,
NyLbt2cxVHxpTf9Y8SMPVQ,
B61V4DBYbd0MCOnfUzf9lg,
dBghNCutBPFngLW2GofoSA,
vZ0Hfuwv1ggrh21Oqci43Q,
sQymn2LBo5e1mFS_BAmLvg,
bNcU4R0IGb-asRq3d_dv4w,
p8STvW9-tdYoUj2VobCgqg,
RTlvmyy3b0EQWZOzJBtojA,
doKnt3Z5py2Kv3HTF5SqFw,
FYZiq9iRIj4YD_zVJgDt9A,
16w4qtPgLZ6elwBLs619gQ,
URSQFkv2ocV3PijJEuJPkA,
VzJnbcqCs_5P9cy4JWlauA,
JDAsUtSsxP267lcM563VJA,
c3Ziu3vmpWh8GdbdlP-qMw,
VUwvGC7lzJzSG5M4UFoWrw,
ub55PhpqQlcFXJ6JswgJrw,
1lmkoVYJr8sXbJzarnKNmA,
R5h0MVzf9hcM6C0pELMUXw,
HDgdLLi1RTrVnr8CoiAsDQ,
PBakxKGL0y10gZAeEdx0Mg,
r02mwqb0wn9Yrjo-FticpA,
Gj7CZXABpBa1ivZPTjAObQ,
vo_6mFHGdPZrzYO3rk4l0A,
Q1BaHERIS-BpAnzVOkwjbg,
q466bgsdCxlS-5AcLl4KbQ,
EIcvAO1ysccPc7Zm1Seb6A,
kOF6jqgXTEVp-nWkELM6lA,
Q4Ua6POZWKsbqevv5E5nCA,
heiVLmZMIMYZ9IQcNoYtPw,
RrjotimLPtnFf4fjWLJEYQ,
5kcSBAtpHf5GbsSqjENf_g,
klpnzMvkl5MJ5I-UYe7yhg,
c8PGeKGl9-udOlG8iuFUXA,
-k9vlYZp9caahyIPJM5EMQ,
WoMiDT8JvU-uxGLiStKQoQ,
ZPcaYvb1IODXyrxNtef1HA,
h7p-wT6eyArNRUgicVNvaQ,
Iudy1akoJbu7XHIDe3QieA,
4Q4S1BFFUJnkUbxvju9WsQ,
LyJrxH3mJLNgSIrwJkHvRg,
oP_wwWAsN5kEJSSyoofYFw,
DTEhxZl4VU5ACaqzYFoxcg,
YYKeifoiSPAHwk_LMEKnZA,
0F1yJcdrnSCGRD6NzqdBMw,
wSVSJp7INLO0nwCY2gvVgg,
j5LS4Ww0WFnGjCIIQaX-dA,
2G98uB8UMPSLhbmIcZ32lQ,
Ung9zVuzryvXvmIVwKjOUw,
l_Qm0O8GAxvXu5RqB6q2rg,
veOCY-VbJL-2XfF5lssMWQ,
6e8IQRNvwIs-hrK5JOZdHA,
jvfU9sfs3se7w55Y9B_VCA,
eyz_pJ8Vs8TLU_wEGTv2xw,
